timestamp,operation
08/31/2017 21:15:21,SymXZ
08/31/2017 21:15:24,RotX
08/31/2017 21:15:26,Undo
08/31/2017 21:15:26,SymXZ
08/31/2017 21:15:29,RotY
08/31/2017 21:15:30,RotY
08/31/2017 21:15:37,SymXZ
08/31/2017 21:15:42,RotY
08/31/2017 21:15:42,RotY
08/31/2017 21:15:44,Undo
08/31/2017 21:16:18,RotZ
08/31/2017 21:16:26,Undo
08/31/2017 21:16:35,RotX
08/31/2017 21:16:39,RotY
