timestamp,operation
08/31/2017 21:10:02,RotX
08/31/2017 21:10:04,Undo
08/31/2017 21:10:09,RotZ
08/31/2017 21:10:10,RotZ
08/31/2017 21:10:11,RotZ
08/31/2017 21:10:12,RotZ
08/31/2017 21:10:13,RotY
08/31/2017 21:10:13,RotX
08/31/2017 21:10:14,RotZ
08/31/2017 21:10:17,Undo
08/31/2017 21:10:28,RotZ
08/31/2017 21:10:37,RotY
08/31/2017 21:10:37,RotY
