timestamp,operation
08/31/2017 12:19:52,SymXZ
08/31/2017 12:20:04,RotX
08/31/2017 12:20:06,Undo
08/31/2017 12:20:18,SymYZ
08/31/2017 12:20:22,SymXZ
08/31/2017 12:20:24,Undo
08/31/2017 12:21:42,SymXZ
08/31/2017 12:21:43,RotZ
08/31/2017 12:21:48,RotX
08/31/2017 12:21:50,Undo
08/31/2017 12:21:52,RotZ
08/31/2017 12:21:54,RotY
