timestamp,operation
08/31/2017 12:09:38,RotX
08/31/2017 12:09:45,Undo
08/31/2017 12:09:47,RotZ
08/31/2017 12:09:51,Undo
08/31/2017 12:09:52,RotY
08/31/2017 12:09:54,Undo
08/31/2017 12:09:55,RotX
08/31/2017 12:10:02,Undo
08/31/2017 12:10:04,RotZ
08/31/2017 12:10:07,RotY
08/31/2017 12:10:07,RotY
08/31/2017 12:10:08,RotY
08/31/2017 12:10:10,RotX
