timestamp,operation
08/31/2017 21:18:37,RotX
08/31/2017 21:18:38,RotX
08/31/2017 21:18:39,Undo
08/31/2017 21:18:43,RotX
08/31/2017 21:18:44,RotX
08/31/2017 21:18:44,Undo
08/31/2017 21:18:46,RotX
08/31/2017 21:18:46,RotX
08/31/2017 21:18:47,Undo
08/31/2017 21:18:48,RotX
08/31/2017 21:18:49,Undo
08/31/2017 21:18:50,RotX
08/31/2017 21:18:53,Undo
08/31/2017 21:18:54,RotX
08/31/2017 21:18:54,RotX
