timestamp,x_operation,z_operation,position
8/24/2017 3:31:19 PM,0.0004936902,0,(1.0, 2.0, 0.5)
8/24/2017 3:31:20 PM,0.005526939,0.002462148,(1.2, 2.0, 0.5)
8/24/2017 3:31:20 PM,0,0.007526351,(1.2, 2.0, 0.7)
8/24/2017 3:31:21 PM,0,-0.002494388,(1.2, 2.0, 0.8)
8/24/2017 3:31:22 PM,0,0.002982011,(1.2, 2.0, 0.8)
8/24/2017 3:31:22 PM,0,0.01,(1.2, 2.0, 1.0)
8/24/2017 3:31:23 PM,0,-0.01,(1.2, 2.0, 1.0)
8/24/2017 3:31:23 PM,-0.002471621,-0.005028847,(1.2, 2.0, 0.7)
8/24/2017 3:31:24 PM,-0.009010319,0,(1.0, 2.0, 0.7)
8/24/2017 3:31:24 PM,-0.0004970229,0,(0.9, 2.0, 0.7)
8/24/2017 3:31:25 PM,-0.00701799,0,(0.7, 2.0, 0.7)
8/24/2017 3:31:25 PM,0,0.00252018,(0.6, 2.0, 0.7)
8/24/2017 3:31:26 PM,0.001988001,0,(0.6, 2.0, 0.7)
8/24/2017 3:31:26 PM,0.01,0,(0.9, 2.0, 0.7)
8/24/2017 3:31:27 PM,0.00701558,0,(1.2, 2.0, 0.7)
8/24/2017 3:31:27 PM,0.0004715569,0,(1.2, 2.0, 0.7)
8/24/2017 3:31:28 PM,0.002473631,0,(1.3, 2.0, 0.7)
8/24/2017 3:31:28 PM,-0.003998353,0,(1.3, 2.0, 0.7)
8/24/2017 3:31:29 PM,-0.007514994,0.00447154,(1.0, 2.0, 0.7)
8/24/2017 3:31:29 PM,0,0.006011228,(1.0, 2.0, 1.0)
8/24/2017 3:31:30 PM,0.002471711,0.004447341,(1.1, 2.0, 1.0)
8/24/2017 3:31:30 PM,-0.005479985,0.008495962,(1.0, 1.8, 1.3)
