timestamp,x_operation,z_operation,position
20170911100919919,0,0.004502009,(0.5, 3.0, 0.5)
20170911100919919,0,0.01,(0.5, 3.0, 0.8)
20170911100920920,0,0.01,(0.5, 3.0, 1.1)
20170911100920920,0,0.01,(0.5, 2.7, 1.4)
20170911100921921,0,0.01,(0.5, 2.4, 1.7)
20170911100921921,0.007463471,0.01,(0.7, 2.1, 2.0)
20170911100922922,0.01,0.01,(0.9, 2.0, 2.2)
20170911100922922,0.01,0,(1.2, 1.9, 2.4)
20170911100923923,0.01,0,(1.5, 1.6, 2.4)
20170911100923923,0.01,0,(1.8, 1.3, 2.4)
20170911100924924,0.01,-0.00652629,(2.1, 1.1, 2.4)
20170911100924924,0.00149479,-0.01,(2.3, 1.0, 2.1)
20170911100925925,0,-0.01,(2.3, 1.0, 1.8)
20170911100925925,0,-0.01,(2.3, 1.0, 1.5)
20170911100926926,0,-0.01,(2.3, 1.0, 1.2)
20170911100926926,-0.01,-0.01,(2.1, 1.0, 0.9)
20170911100927927,-0.01,-0.01,(1.9, 1.2, 0.6)
