timestamp,x_operation,z_operation,position
20170911100944944,0,0.01,(1.5, 2.0, 1.6)
20170911100944944,0.01,0.01,(1.7, 2.0, 1.9)
20170911100945945,0,0.01,(1.8, 1.9, 2.2)
20170911100945945,0,0.01,(1.8, 1.8, 2.5)
20170911100946946,0,0.01,(1.8, 1.6, 2.8)
20170911100946946,0,0.01,(1.8, 1.5, 3.1)
20170911100947947,0,0.01,(1.8, 1.3, 3.4)
20170911100947947,0,0.01,(1.8, 1.2, 3.7)
20170911100948948,-0.00753462,0.01,(1.7, 1.1, 4.0)
20170911100948948,-0.00199924,0.01,(1.5, 1.0, 4.3)
20170911100949949,0,0.01,(1.5, 1.0, 4.6)
20170911100949949,0,0.01,(1.5, 1.0, 4.9)
20170911100950950,-0.01,0.01,(1.3, 1.0, 5.2)
20170911100950950,-0.01,0.00699997,(1.0, 1.0, 5.5)
20170911100951951,-0.01,-0.00400128,(0.7, 1.0, 5.5)
20170911100951951,0,-0.01,(0.5, 1.0, 5.3)
20170911100952952,0,-0.01,(0.5, 1.1, 5.1)
20170911100952952,0,-0.01,(0.5, 1.4, 4.9)
20170911100953953,0,-0.01,(0.5, 2.0, 4.6)
20170911100953953,0,-0.01,(0.5, 2.6, 4.3)
20170911100954954,0,-0.01,(0.5, 3.1, 4.0)
20170911100954954,0,-0.01,(0.5, 3.1, 3.6)
20170911100955955,0,-0.01,(0.5, 3.0, 3.3)
20170911100955955,0,-0.01,(0.5, 3.0, 2.9)
20170911100956956,0,-0.01,(0.5, 2.7, 2.6)
