timestamp,x_operation,z_operation,position
201709080948434843,0.0005618838,0,(0.5, 2.0, 0.5)
201709080948434843,0.01,0,(0.7, 2.0, 0.5)
201709080948444844,0.01,0,(1.0, 2.0, 0.5)
201709080948444844,0.005775856,0,(1.2, 1.8, 0.5)
201709080948454845,0,0.01,(1.3, 1.8, 0.6)
201709080948464846,0,0.005873028,(1.3, 1.8, 0.9)
201709080948464846,0,-0.00222062,(1.3, 1.8, 0.9)
201709080948474847,0,-0.01,(1.3, 1.8, 0.7)
201709080948474847,-0.001479025,0,(1.3, 1.8, 0.6)
201709080948484848,-0.01,0,(1.1, 2.0, 0.6)
201709080948484848,-0.008694474,0,(0.8, 2.0, 0.6)
201709080948504850,0.0007255296,0,(0.7, 2.0, 0.6)
201709080948514851,0.01,0,(0.9, 2.0, 0.6)
201709080948514851,0.01,0,(1.1, 1.9, 0.6)
201709080948524852,0.0006850477,0,(1.3, 1.7, 0.6)
201709080948544854,0.0005051557,0,(1.3, 1.7, 0.6)
201709080948544854,0.009338951,0,(1.5, 1.5, 0.6)
201709080948554855,0,0.01,(1.6, 1.4, 0.7)
201709080948554855,0,0.0005679515,(1.6, 1.4, 0.9)
201709080948564856,0,0.01,(1.6, 1.4, 1.1)
201709080948564856,0,0.01,(1.6, 1.4, 1.3)
201709080948574857,0,0.01,(1.6, 1.4, 1.6)
201709080948574857,0,0.01,(1.6, 1.4, 1.9)
201709080948584858,0,0.01,(1.6, 1.4, 2.2)
201709080948584858,0,0.01,(1.6, 1.4, 2.5)
201709080948594859,0,0.0005977465,(1.6, 1.4, 2.7)
20170908094900490,-0.007764582,0.01,(1.6, 1.5, 2.9)
20170908094900490,-0.01,0.007344627,(1.3, 1.7, 3.1)
20170908094901491,-0.01,0,(1.1, 2.0, 3.1)
20170908094901491,-0.01,0,(0.8, 2.0, 3.1)
20170908094902492,-0.01,0,(0.6, 2.0, 3.1)
20170908094902492,0,-0.01,(0.4, 2.0, 3.0)
20170908094903493,0,-0.01,(0.4, 2.0, 2.7)
20170908094903493,0,-0.00132027,(0.4, 2.0, 2.5)
20170908094904494,0,-0.0005052825,(0.4, 2.0, 2.5)
20170908094904494,0,-0.01,(0.4, 2.0, 2.3)
20170908094905495,0,-0.01,(0.4, 2.0, 2.0)
