timestamp,x_operation,z_operation,position
08/31/2017 23:09:32,0.0005043304,0,(0.5, 3.0, 0.5)
08/31/2017 23:09:33,0,0.003558361,(0.6, 3.0, 0.5)
08/31/2017 23:09:33,0,0.00252763,(0.6, 3.0, 0.7)
08/31/2017 23:09:39,0,0.0005035794,(0.6, 3.0, 0.7)
08/31/2017 23:09:39,0,0.01,(0.6, 3.0, 0.9)
08/31/2017 23:09:40,0,0.01,(0.6, 2.8, 1.2)
08/31/2017 23:09:40,0,0.01,(0.6, 2.5, 1.5)
08/31/2017 23:09:41,0.009004509,0.01,(0.7, 2.2, 1.8)
08/31/2017 23:09:42,0,0.01,(0.8, 2.1, 2.1)
08/31/2017 23:09:42,0.01,0.005019039,(1.0, 2.0, 2.4)
08/31/2017 23:09:43,0.01,0,(1.3, 1.8, 2.4)
08/31/2017 23:09:43,0.01,-0.0039804,(1.6, 1.5, 2.4)
08/31/2017 23:09:44,0,-0.01,(1.8, 1.3, 2.1)
