timestamp,x_operation,z_operation,position
08/31/2017 22:04:25,0.00046929,0,(1.0, 2.0, 0.5)
08/31/2017 22:04:26,0.005984788,0,(1.2, 2.0, 0.5)
08/31/2017 22:04:26,7.462144E-05,0.00395079,(1.4, 2.0, 0.5)
08/31/2017 22:04:27,0,0.01,(1.4, 2.0, 0.8)
08/31/2017 22:04:27,0,0.01,(1.4, 2.0, 1.1)
08/31/2017 22:04:28,0,0.01,(1.4, 1.8, 1.4)
08/31/2017 22:04:28,0,0.005532221,(1.4, 1.6, 1.7)
08/31/2017 22:04:29,0.005970449,0,(1.5, 1.6, 1.7)
08/31/2017 22:04:30,0,0.005459939,(1.6, 1.6, 1.7)
08/31/2017 22:04:30,-0.0005352598,0.01,(1.5, 1.4, 2.0)
08/31/2017 22:04:31,-0.00397518,0.01,(1.5, 1.2, 2.3)
08/31/2017 22:04:31,0,0.01,(1.5, 1.0, 2.6)
