timestamp,x_operation,z_operation,position
201709080947514751,0,0.0005470498,(0.2, 2.0, 0.5)
201709080947524752,0.003686242,0.01,(0.2, 2.0, 0.7)
201709080947524752,0.01,0.01,(0.5, 2.0, 1.0)
201709080947534753,0,0.01,(0.6, 1.8, 1.3)
201709080947534753,0,0.01,(0.6, 1.6, 1.5)
201709080947544754,0,0.01,(0.6, 1.3, 1.8)
201709080947544754,0.006315588,0.01,(0.7, 1.0, 2.1)
201709080947554755,0.01,0.001418058,(1.0, 0.7, 2.4)
201709080947554755,0.01,-0.01,(1.3, 0.9, 2.2)
201709080947564756,0.008595779,-0.01,(1.5, 1.0, 2.1)
201709080947564756,-0.004293262,-0.01,(1.6, 1.1, 1.8)
201709080947574757,-0.003787888,-0.01,(1.4, 1.0, 1.5)
201709080947574757,0,-0.01,(1.3, 1.0, 1.2)
201709080947584758,0,-0.01,(1.4, 1.0, 0.9)
