timestamp,x_operation,z_operation,position
08/26/2017 17:50:04,0.00142617,0,(0.5, 2.0, 0.5)
08/26/2017 17:50:05,0.01,0,(0.7, 2.0, 0.5)
08/26/2017 17:50:05,0.01,0.0005423391,(1.0, 2.0, 0.5)
08/26/2017 17:50:06,0,0.01,(1.2, 1.8, 0.7)
08/26/2017 17:50:07,0,0.01,(1.2, 1.8, 1.0)
08/26/2017 17:50:07,0,0.01,(1.2, 1.8, 1.3)
08/26/2017 17:50:08,0,0.01,(1.2, 1.8, 1.6)
08/26/2017 17:50:08,0,0.01,(1.2, 1.8, 1.9)
08/26/2017 17:50:09,0,0.01,(1.2, 1.8, 2.2)
08/26/2017 17:50:09,0,0.01,(1.2, 1.8, 2.5)
08/26/2017 17:50:10,-0.0050271,0.01,(1.2, 1.8, 2.8)
