timestamp,x_operation,z_operation,position
20170911100932932,0,0.0005061292,(1.5, 2.0, 1.5)
20170911100932932,0,0.01,(1.5, 2.0, 1.7)
20170911100933933,0,0.005982609,(1.5, 2.0, 1.9)
20170911100933933,0,0.01,(1.5, 2.0, 2.2)
20170911100934934,0,0.01,(1.5, 1.8, 2.5)
20170911100934934,0,0.01,(1.5, 1.7, 2.8)
20170911100935935,0,0.01,(1.5, 1.5, 3.1)
20170911100935935,0,0.01,(1.5, 1.4, 3.4)
20170911100936936,0,0.01,(1.5, 1.2, 3.7)
20170911100936936,0,0.01,(1.5, 1.1, 4.0)
20170911100937937,0,0.01,(1.5, 1.0, 4.2)
20170911100937937,-0.01,0.01,(1.3, 1.0, 4.5)
