timestamp,x_operation,z_operation,position
201709080949514951,0,0.0006219266,(1.5, 2.0, 1.5)
201709080949524952,0,0.00496536,(1.5, 2.0, 1.7)
201709080949524952,0,0.008464988,(1.5, 2.0, 1.8)
201709080949534953,0,-0.002097437,(1.5, 2.0, 1.9)
201709080949534953,-0.008186275,-0.005016438,(1.4, 2.0, 1.7)
201709080949544954,-0.01,0,(1.2, 2.0, 1.7)
201709080949554955,-0.0005587323,0,(0.9, 2.0, 1.7)
201709080949554955,-0.01,0,(0.7, 1.8, 1.7)
201709080949564956,0,0.01,(0.6, 1.7, 1.8)
201709080949564956,0,0.01,(0.6, 1.7, 1.9)
201709080949574957,0,0.004936815,(0.6, 1.7, 1.9)
201709080949574957,-0.004138763,0,(0.6, 1.7, 1.9)
201709080949584958,-0.01,0.005119098,(0.3, 1.5, 1.9)
201709080949584958,0.0005582795,0.004868912,(0.1, 1.2, 1.9)
201709080949594959,-0.0021429,0,(0.3, 1.4, 1.9)
201709080949594959,-0.01,0,(0.1, 1.2, 1.9)
20170908095000500,-0.004310868,-0.005689133,(0.1, 1.2, 1.9)
20170908095000500,0.008614706,-0.01,(0.2, 1.3, 1.7)
20170908095001501,0.01,-0.0006500187,(0.5, 1.6, 1.5)
20170908095001501,0.01,0,(0.8, 1.9, 1.5)
20170908095002502,0.01,0,(1.1, 2.1, 1.5)
20170908095002502,0.01,0.001017792,(1.4, 2.0, 1.5)
20170908095003503,0.0003998321,0.01,(1.6, 2.0, 1.7)
20170908095003503,0,0.01,(1.6, 2.0, 2.0)
20170908095004504,0,-0.006572694,(1.6, 2.0, 2.1)
20170908095004504,0,-0.01,(1.6, 2.0, 1.8)
20170908095005505,0,-0.01,(1.6, 2.0, 1.5)
20170908095005505,-0.002572237,-0.008006981,(1.6, 2.0, 1.3)
20170908095006506,-0.01,0,(1.4, 2.0, 1.3)
