timestamp,x_operation,z_operation,position
201709071358105810,0.003959971,0,(0.2, 2.0, 0.5)
201709071358115811,0.01,0,(0.5, 2.0, 0.5)
201709071358115811,0,0.01,(0.6, 2.0, 0.7)
201709071358125812,0,0.01,(0.6, 2.0, 1.0)
201709071358125812,0,0.01,(0.6, 1.8, 1.3)
201709071358135813,0,0.01,(0.6, 1.5, 1.6)
201709071358135813,0,0.01,(0.6, 1.1, 1.9)
201709071358145814,0,0.00850759,(0.6, 0.8, 2.2)
201709071358145814,0.01,0,(0.8, 0.8, 2.3)
201709071358155815,0.01,0,(1.1, 0.8, 2.3)
201709071358155815,0.01,0,(1.4, 0.8, 2.3)
201709071358165816,0,-0.01,(1.6, 0.9, 2.2)
201709071358175817,0,-0.0008038491,(1.6, 0.9, 2.2)
201709071358185818,0,-0.01,(1.6, 1.0, 2.1)
201709071358185818,0,-0.01,(1.6, 1.1, 1.9)
201709071358195819,0,-0.01,(1.6, 1.0, 1.5)
201709071358195819,-0.008494149,-0.01,(1.5, 1.0, 1.2)
201709071358205820,0,-0.01,(1.4, 1.0, 0.9)
