timestamp,x_operation,z_operation,position
08/19/2017 11:51:58,0,0.00062886,(0.2, 2.0, 0.5)
08/19/2017 11:51:59,0,0.01,(0.2, 2.0, 0.7)
08/19/2017 11:51:59,0.00847734,0.01,(0.3, 2.0, 1.0)
08/19/2017 11:52:00,0.007982319,0.01,(0.6, 1.8, 1.3)
08/19/2017 11:52:00,0,0.01,(0.6, 1.4, 1.6)
08/19/2017 11:52:01,0,0.01,(0.6, 1.1, 1.9)
08/19/2017 11:52:01,0,0.002477051,(0.6, 0.9, 2.2)
08/19/2017 11:52:02,0.009479881,0,(0.7, 0.9, 2.2)
08/19/2017 11:52:02,0.01,0,(1.0, 0.9, 2.2)
08/19/2017 11:52:03,0.01,-0.0004943705,(1.3, 0.9, 2.2)
08/19/2017 11:52:03,0,-0.01,(1.5, 1.0, 2.1)
