timestamp,x_operation,z_operation,position
201709080950325032,-0.0005056085,0,(1.5, 2.0, 1.5)
201709080950325032,-0.01,0,(1.3, 2.0, 1.5)
201709080950335033,-0.01,0,(1.0, 2.0, 1.5)
201709080950335033,-0.006963451,0,(0.7, 1.8, 1.5)
201709080950345034,0,0.01,(0.6, 1.7, 1.6)
201709080950355035,0,0.0005050289,(0.6, 1.7, 1.7)
201709080950355035,0,0.00894975,(0.6, 1.7, 1.9)
201709080950365036,0.004054377,-0.007964814,(0.6, 1.8, 1.7)
201709080950365036,0.01,0,(0.9, 2.0, 1.7)
201709080950375037,0.009504842,0.00503397,(1.3, 2.0, 1.7)
201709080950375037,0,0.01,(1.4, 2.0, 2.0)
201709080950385038,0,0.01,(1.4, 1.9, 2.3)
201709080950385038,0,0.01,(1.4, 1.8, 2.6)
201709080950395039,0,0.01,(1.4, 1.6, 2.9)
201709080950395039,0,0.01,(1.4, 1.5, 3.2)
201709080950405040,0,0.01,(1.4, 1.3, 3.5)
201709080950405040,0,0.01,(1.4, 1.2, 3.8)
201709080950415041,0,0.01,(1.4, 1.1, 4.0)
201709080950415041,0,0.01,(1.4, 1.0, 4.3)
201709080950425042,0,0.01,(1.4, 1.0, 4.6)
201709080950425042,0,0.01,(1.4, 1.0, 4.9)
201709080950435043,-0.009079145,0.01,(1.3, 1.0, 5.2)
201709080950435043,-0.01,0,(1.0, 1.0, 5.4)
201709080950445044,-0.01,-0.008601883,(0.7, 1.0, 5.3)
201709080950445044,0,-0.01,(0.5, 1.1, 5.1)
201709080950455045,0,-0.01,(0.5, 1.2, 5.0)
201709080950455045,0,-0.01,(0.5, 1.8, 4.7)
201709080950465046,0,-0.01,(0.5, 2.4, 4.4)
201709080950465046,0,-0.01,(0.5, 3.0, 4.1)
201709080950475047,0,-0.01,(0.5, 3.1, 3.8)
201709080950475047,0,-0.01,(0.5, 3.0, 3.5)
201709080950485048,0,-0.01,(0.5, 3.0, 3.2)
201709080950485048,0,-0.01,(0.5, 3.0, 2.9)
201709080950495049,0,-0.01,(0.5, 2.7, 2.7)
