timestamp,x_operation,z_operation,position
201709080950105010,0,0.0006359456,(1.5, 2.0, 1.5)
201709080950105010,0.003142145,0.00363674,(1.5, 2.0, 1.7)
201709080950115011,0.01,0,(1.7, 2.0, 1.7)
201709080950115011,0.01,0,(2.0, 2.0, 1.7)
201709080950125012,-0.007098207,0,(2.2, 1.9, 1.7)
201709080950125012,-0.01,0,(1.8, 2.1, 1.7)
201709080950135013,-0.004945508,0.001010909,(1.6, 2.0, 1.7)
201709080950135013,0,0.01,(1.5, 2.0, 1.9)
201709080950145014,0,0.01,(1.5, 2.0, 2.2)
201709080950145014,0,0.01,(1.5, 1.8, 2.5)
201709080950155015,0,0.01,(1.5, 1.7, 2.8)
201709080950155015,0,0.01,(1.5, 1.5, 3.1)
201709080950165016,0,0.01,(1.5, 1.4, 3.4)
201709080950165016,0,0.01,(1.5, 1.2, 3.7)
201709080950175017,0,0.008468032,(1.5, 1.1, 4.0)
201709080950175017,0,-0.009088853,(1.5, 1.1, 3.9)
201709080950185018,0,-0.004933428,(1.5, 1.2, 3.7)
201709080950185018,0,-0.01,(1.5, 1.4, 3.4)
201709080950195019,-0.005560226,-0.006971094,(1.5, 1.5, 3.1)
201709080950195019,-0.00491805,-0.00508195,(1.2, 1.6, 3.0)
201709080950205020,0,-0.01,(1.2, 1.7, 2.8)
201709080950205020,-0.01,-0.01,(1.1, 1.8, 2.5)
