timestamp,x_operation,z_operation,position
8/24/2017 4:14:20 PM,0,-0.000469166,(1.0, 3.0, 1.5)
8/24/2017 4:14:20 PM,0,-0.01,(1.0, 3.0, 1.3)
8/24/2017 4:14:21 PM,0,-0.01,(1.0, 3.0, 1.0)
8/24/2017 4:14:21 PM,0,0.01,(1.0, 3.1, 1.2)
8/24/2017 4:14:22 PM,0,0.01,(1.0, 3.0, 1.5)
8/24/2017 4:14:22 PM,-0.007426852,0.01,(0.9, 3.0, 1.8)
8/24/2017 4:14:23 PM,-0.003542397,0.01,(0.7, 3.0, 2.1)
8/24/2017 4:14:23 PM,0,0.01,(0.7, 2.6, 2.4)
8/24/2017 4:14:24 PM,0,0.01,(0.7, 2.3, 2.7)
8/24/2017 4:14:24 PM,0,0.01,(0.7, 2.1, 3.0)
