timestamp,x_operation,z_operation,position
09/07/2017 09:41:52,0.0007377004,0,(1.5, 2.0, 1.5)
09/07/2017 09:41:53,0.00697474,0.00201249,(1.7, 2.0, 1.5)
09/07/2017 09:41:53,0,0.01,(1.8, 2.0, 1.7)
09/07/2017 09:41:54,-0.0020082,0.01,(1.8, 2.0, 2.0)
09/07/2017 09:41:54,-0.006931989,0.01,(1.5, 1.9, 2.3)
09/07/2017 09:41:55,0,0.01,(1.5, 1.7, 2.6)
09/07/2017 09:41:55,0,0.01,(1.5, 1.6, 2.9)
09/07/2017 09:41:56,0,0.01,(1.5, 1.4, 3.3)
09/07/2017 09:41:56,0,0.01,(1.5, 1.3, 3.6)
09/07/2017 09:41:57,0,0.01,(1.5, 1.1, 3.8)
09/07/2017 09:41:57,0,0.01,(1.5, 1.0, 4.1)
09/07/2017 09:41:58,0,0.01,(1.5, 1.0, 4.4)
09/07/2017 09:41:58,0,0.01,(1.5, 1.0, 4.7)
09/07/2017 09:41:59,0,0.01,(1.5, 1.0, 5.0)
09/07/2017 09:42:00,-0.01,0.003970811,(1.3, 1.0, 5.3)
09/07/2017 09:42:00,-0.01,0,(1.0, 1.0, 5.3)
09/07/2017 09:42:01,-0.01,-0.00197046,(0.7, 1.0, 5.3)
09/07/2017 09:42:01,0,-0.01,(0.6, 1.0, 5.1)
09/07/2017 09:42:02,0,-0.01,(0.6, 1.1, 5.0)
09/07/2017 09:42:02,0,-0.01,(0.6, 1.7, 4.7)
09/07/2017 09:42:03,0,-0.01,(0.6, 2.3, 4.4)
09/07/2017 09:42:03,0,-0.01,(0.6, 3.0, 4.1)
09/07/2017 09:42:04,-0.004500121,-0.01,(0.5, 3.1, 3.8)
