timestamp,x_operation,z_operation,position
201709080949244924,0,0.0005746893,(0.5, 3.0, 0.5)
201709080949254925,0,0.0006993028,(0.5, 3.0, 0.6)
201709080949254925,0,0.008705523,(0.5, 3.0, 0.8)
201709080949264926,0,0.0005117668,(0.5, 3.0, 0.9)
201709080949264926,0,0.006343644,(0.5, 3.0, 1.1)
201709080949274927,0,-0.005226596,(0.5, 2.9, 1.1)
201709080949274927,0,0.007544207,(0.5, 3.0, 1.0)
201709080949284928,0,0.01,(0.5, 2.8, 1.3)
201709080949284928,0,0.01,(0.5, 2.5, 1.6)
201709080949294929,0,0.01,(0.5, 2.2, 1.8)
201709080949304930,0,0.009230167,(0.5, 2.1, 2.1)
201709080949304930,0,0.0005886902,(0.5, 2.0, 2.1)
201709080949314931,0.003081395,0.004801841,(0.5, 2.0, 2.3)
201709080949314931,0.01,0,(0.7, 2.0, 2.3)
201709080949324932,0.01,0,(1.0, 2.0, 2.3)
201709080949324932,0.01,0,(1.3, 1.8, 2.3)
201709080949334933,0.007566431,0,(1.5, 1.6, 2.3)
201709080949334933,0.01,0,(1.8, 1.3, 2.3)
201709080949344934,0.01,0,(2.1, 1.1, 2.3)
201709080949344934,0.01,-0.00546126,(2.3, 1.0, 2.3)
201709080949354935,0,-0.01,(2.5, 1.0, 2.1)
201709080949354935,0,-0.01,(2.5, 1.0, 1.8)
201709080949364936,0,-0.01,(2.5, 1.0, 1.5)
201709080949364936,0,-0.01,(2.5, 1.0, 1.2)
201709080949374937,0,-0.01,(2.5, 1.0, 1.0)
201709080949384938,-0.009263277,-0.01,(2.4, 1.0, 0.7)
201709080949384938,-0.01,0,(2.1, 1.0, 0.5)
201709080949394939,-0.01,0,(1.9, 1.2, 0.5)
