timestamp,x_operation,z_operation,position
20170911100850850,0,0.00801612,(0.2, 2.0, 0.6)
20170911100851851,0.01,0.01,(0.4, 2.0, 0.9)
20170911100851851,0.003022991,0.01,(0.6, 2.0, 1.2)
20170911100852852,0,0.01,(0.6, 1.6, 1.5)
20170911100852852,0.00449589,0.01,(0.6, 1.3, 1.8)
20170911100853853,0.00548971,0.01,(0.9, 1.0, 2.1)
20170911100853853,0.01,0.00649834,(1.2, 0.7, 2.4)
20170911100854854,0.01,-0.01,(1.5, 0.8, 2.3)
20170911100854854,0.01,-0.01,(1.8, 1.0, 2.1)
20170911100855855,0,-0.01,(1.9, 1.0, 1.8)
20170911100855855,0,-0.01,(1.9, 1.0, 1.5)
20170911100856856,-0.01,-0.01,(1.7, 1.0, 1.2)
20170911100856856,-0.00151171,-0.01,(1.5, 1.0, 0.9)
